GeneName	Astro_GFP_AD_63694	Astro_GFP_WT_63702	Astro_GFP_WT_63703	Astro_GFP_WT_63746	Astro_GFP_WT_63747	Astro_GFP_WT_63765	Astro_GFP_WT_63778	Astro_SOCS3_WT_63704	Astro_SOCS3_WT_63750	Astro_SOCS3_WT_63780	Astro_SOCS3_WT_63796	Astro_SOCS3_WT_63799
ENSMUSG00000053317	1419	1181	1094	990	2030	1558	510	814	1479	921	1212	1112
ENSMUSG00000028341	0	0	0	30	78	146	14	0	1	5	27	0
ENSMUSG00000061455	308	759	0	578	1838	709	794	594	551	654	563	1151
ENSMUSG00000028343	3333	5849	1867	4309	6649	2909	3581	3815	5521	4820	4485	5521
ENSMUSG00000028344	578	471	3	442	157	141	469	422	352	430	505	537
ENSMUSG00000028345	914	1027	851	874	1847	524	785	608	1043	1087	1241	1118
ENSMUSG00000039693	1142	670	478	666	680	634	528	598	943	954	827	634
ENSMUSG00000028347	301	365	348	526	201	1509	373	124	187	161	201	254
ENSMUSG00000063446	29	21	0	32	0	168	30	10	0	0	14	0
ENSMUSG00000044018	1332	2234	730	1964	3198	1345	1442	1232	2000	1529	2014	1706
ENSMUSG00000039634	606	507	0	266	434	146	508	276	221	600	258	564
ENSMUSG00000028307	0	0	0	0	1	4	0	9	24	15	0	12
ENSMUSG00000039611	9636	8788	8309	7653	9224	4526	6863	7552	9138	9755	10055	9672
ENSMUSG00000028309	2489	4309	559	3902	3943	2661	3661	3315	4632	4497	4158	5071
ENSMUSG00000039579	2424	1070	117	465	688	803	1061	1105	920	1539	1119	2827
ENSMUSG00000028310	77	0	0	0	0	0	21	0	47	65	0	75
ENSMUSG00000028312	46	242	38	303	823	283	254	245	135	330	278	314
ENSMUSG00000015247	1303	1011	672	904	1912	1611	588	1045	1132	676	836	1220
ENSMUSG00000015243	2844	6540	7135	5509	5675	1053	4874	4484	5655	4818	4887	7158
ENSMUSG00000087192	0	8	0	9	54	0	1	5	45	1	48	25
ENSMUSG00000086712	0	0	0	19	0	0	64	58	0	14	108	71
ENSMUSG00000028412	2585	3515	3258	3277	3932	646	2450	2155	3457	2868	2541	3744
ENSMUSG00000054752	126	41	63	270	122	190	132	74	117	70	134	137
ENSMUSG00000028414	759	1278	657	1757	1007	214	1054	756	1441	1500	753	1823
ENSMUSG00000028420	306	386	559	554	371	724	209	453	486	298	501	550
ENSMUSG00000060206	89	43	8	75	1	44	144	141	196	28	100	111
ENSMUSG00000028426	153	548	205	464	740	521	402	630	818	424	448	605
ENSMUSG00000003032	507	123	25	223	0	987	324	62	194	306	109	244
ENSMUSG00000085020	28	0	139	18	29	0	1	0	0	21	0	5
ENSMUSG00000028431	503	1414	794	1210	1331	1167	1149	915	951	1078	943	1332
ENSMUSG00000038827	184	910	8	432	541	549	545	476	633	924	336	682
ENSMUSG00000038816	1886	1736	2646	1938	2654	1692	2134	1265	1593	2287	2447	2133
ENSMUSG00000055296	399	1035	1027	1077	1364	880	699	754	1159	1003	895	1082
ENSMUSG00000045589	590	974	162	1398	230	1062	970	1163	1608	1259	1017	1406
ENSMUSG00000028434	139	0	74	29	75	0	22	7	55	0	27	68
ENSMUSG00000038764	6	8	0	67	39	282	65	95	29	72	20	53
ENSMUSG00000095042	9	11	7	19	17	11	9	27	19	14	13	18
ENSMUSG00000052117	1	89	231	131	157	7	75	108	39	92	78	107
ENSMUSG00000028367	1869	1898	1205	1486	2754	2473	861	1594	2752	1566	2093	1890
ENSMUSG00000057280	66	202	506	70	0	89	43	0	0	9	4	170
ENSMUSG00000038668	302	239	0	350	228	0	248	33	79	113	23	206
ENSMUSG00000050812	1017	1570	589	1400	1456	1626	1834	1111	1412	2242	1187	2100
ENSMUSG00000038630	0	10	1	82	230	0	35	0	0	23	3	31
ENSMUSG00000028378	136	109	0	185	141	4	75	117	270	75	66	186
ENSMUSG00000070972	452	321	305	401	322	108	236	294	463	249	467	450
ENSMUSG00000038607	120	144	111	141	97	131	75	113	130	97	110	99
ENSMUSG00000028381	539	751	25	401	637	870	619	657	1005	500	572	955
ENSMUSG00000038578	0	0	0	38	0	0	18	48	13	3	50	6
ENSMUSG00000028382	261	356	250	387	90	456	265	185	425	234	209	260
ENSMUSG00000028383	3532	8592	6343	6649	10445	4116	4578	4902	7460	5255	3953	7594
ENSMUSG00000045071	340	307	1068	453	512	373	322	256	409	346	211	293
ENSMUSG00000038544	302	1230	1284	927	1465	500	688	589	869	612	546	881
ENSMUSG00000028385	602	191	27	145	186	169	394	243	318	318	289	445
ENSMUSG00000080772	26	0	0	11	2	50	0	4	15	17	32	4
ENSMUSG00000028389	449	702	1103	819	986	385	480	534	593	575	445	979
ENSMUSG00000066152	823	1243	1102	959	1064	1928	799	775	945	883	1034	899
ENSMUSG00000066151	326	1080	135	1078	1944	719	1486	513	1488	1417	1239	1638
ENSMUSG00000066150	3689	5138	6820	4961	4824	2841	3412	2503	3364	3532	2382	4319
ENSMUSG00000066149	1018	917	636	907	692	1081	796	703	996	782	1165	941
ENSMUSG00000066148	929	1081	553	1017	365	386	1300	655	1310	1136	1057	1326
ENSMUSG00000028391	136	244	405	288	1	7	276	221	368	206	203	301
ENSMUSG00000028392	0	15	0	26	0	0	53	15	12	10	10	37
ENSMUSG00000038422	379	542	602	387	791	495	236	353	617	418	543	690
ENSMUSG00000028393	3012	1745	1646	1453	2109	4130	1226	1737	2058	1664	1832	1630
ENSMUSG00000028394	910	1013	2799	1469	1780	542	810	950	1349	981	1009	1132
ENSMUSG00000058046	0	0	0	12	0	0	0	0	35	23	1	30
ENSMUSG00000059810	1755	2493	1811	1691	1213	1636	1606	1552	2278	1875	1219	2327
ENSMUSG00000085177	33	59	0	31	0	38	8	67	124	80	29	42
ENSMUSG00000045672	456	147	299	176	80	787	621	295	424	479	417	518
ENSMUSG00000039158	666	1553	1110	1131	687	523	946	653	732	943	778	823
ENSMUSG00000039137	239	147	302	159	45	286	144	124	119	114	70	110
ENSMUSG00000039105	8113	6836	6483	5771	8005	8649	3638	4497	7530	5437	6664	6080
ENSMUSG00000045917	492	516	3	625	470	52	415	679	200	549	688	423
ENSMUSG00000028364	1556	652	0	272	1250	610	2626	1199	1285	2791	1679	2949
ENSMUSG00000073821	0	0	0	0	0	12	0	11	18	37	14	37
ENSMUSG00000028373	443	556	692	478	76	314	528	296	322	418	407	573
ENSMUSG00000051675	636	1429	475	1190	1759	808	977	1226	1361	973	1267	1634
ENSMUSG00000039005	69	243	0	200	0	207	132	221	222	143	51	351
ENSMUSG00000028351	141	183	0	124	4	85	57	42	76	28	0	62
ENSMUSG00000046341	52	33	24	48	37	35	21	18	23	27	22	33
ENSMUSG00000039298	985	1205	1073	1124	981	805	1551	796	1146	1216	784	1645
ENSMUSG00000080902	20	9	2	32	7	6	39	18	72	70	36	54
ENSMUSG00000039270	515	1484	1548	1346	1223	646	990	820	1086	533	808	1290
ENSMUSG00000008305	3905	4285	2186	3580	5134	2638	2634	3372	4473	4145	3758	4005
ENSMUSG00000084910	1483	1443	1138	1091	1978	715	828	1024	1489	1509	1654	1801
ENSMUSG00000059343	32	35	74	25	103	42	17	36	39	28	39	28
ENSMUSG00000028397	436	1363	55	1024	1260	108	1557	516	504	824	498	1529
ENSMUSG00000085482	63	7	96	13	0	0	0	0	10	22	33	37
ENSMUSG00000028398	535	468	297	327	693	616	167	383	641	379	451	450
ENSMUSG00000028399	1640	1400	1827	1653	1396	1446	1805	1390	2203	933	1229	1935
ENSMUSG00000048706	17	62	341	118	476	258	63	4	72	16	38	76
ENSMUSG00000028402	1009	908	205	689	969	443	707	728	720	724	724	798
ENSMUSG00000008575	6546	8621	7770	8417	10095	7245	9212	7758	11202	8388	8231	9715
ENSMUSG00000087413	2297	1805	1882	2232	3618	1092	2353	1376	2307	3362	2751	2053
ENSMUSG00000084851	0	72	0	82	43	263	94	41	55	59	54	98
ENSMUSG00000028403	141	591	869	874	55	179	339	419	451	395	374	879
ENSMUSG00000059049	15	111	0	83	367	0	310	142	314	86	59	251
ENSMUSG00000038172	184	430	1	574	732	399	550	312	356	272	412	453
ENSMUSG00000028483	1831	1995	776	2189	4131	1469	3256	1156	2458	2922	2710	3461
ENSMUSG00000028484	3431	4557	3383	3292	6523	1859	4263	2928	3580	4029	3579	4722
ENSMUSG00000052407	265	65	28	155	111	92	365	69	235	226	143	460
ENSMUSG00000038070	130	250	14	134	73	15	301	115	118	240	128	274
ENSMUSG00000028488	828	1245	244	811	2350	352	794	711	787	949	526	1555
ENSMUSG00000066113	51	91	0	52	26	67	17	14	2	90	0	9
ENSMUSG00000070934	1710	1687	471	1942	2517	1227	1472	2429	2872	1959	1774	2615
ENSMUSG00000038047	128	145	71	87	57	0	179	97	127	165	86	82
ENSMUSG00000028494	2297	2526	2924	2282	3646	2906	1709	2113	2430	1996	2604	2904
ENSMUSG00000038024	538	1253	1047	809	40	212	1061	589	779	594	461	1121
ENSMUSG00000028495	1621	1229	1451	1166	1923	1618	700	870	1274	990	1300	1045
ENSMUSG00000038007	449	929	0	547	148	26	306	5	133	64	1	9
ENSMUSG00000037996	34	0	0	65	68	0	24	0	4	0	33	0
ENSMUSG00000028496	469	218	149	346	617	754	66	362	440	204	161	401
ENSMUSG00000038368	237	840	430	508	945	658	934	396	370	969	567	877
ENSMUSG00000028497	31	154	0	204	328	41	241	143	302	312	161	227
ENSMUSG00000078480	17	10	24	8	24	21	9	13	8	11	8	14
ENSMUSG00000070923	1059	1780	1707	1381	2206	1548	1387	1668	2731	981	1452	1957
ENSMUSG00000062937	1214	1023	709	1129	896	880	886	1026	1019	868	1192	1095
ENSMUSG00000073802	182	171	0	202	179	154	96	26	44	56	90	121
ENSMUSG00000100863	27	29	42	49	18	49	18	35	47	34	35	31
ENSMUSG00000054000	90	38	20	30	94	32	17	43	101	46	54	60
ENSMUSG00000087128	44	66	101	89	96	19	101	91	133	113	115	134
ENSMUSG00000028578	104	481	415	703	266	186	328	256	433	326	636	701
ENSMUSG00000028577	600	1150	1237	1268	1130	1902	1125	945	1283	1084	727	1442
ENSMUSG00000063314	12	7	12	19	14	13	13	8	10	21	7	10
ENSMUSG00000028576	1778	1572	3614	1585	2060	588	929	1152	1643	1202	1400	1441
ENSMUSG00000006386	958	1110	300	735	0	2497	931	10	43	62	121	189
ENSMUSG00000062627	1404	1485	690	1391	2415	1369	2067	886	1139	1229	1319	2033
ENSMUSG00000052684	4785	5686	4810	5629	5211	6962	7996	5761	5682	6991	4302	5432
ENSMUSG00000087366	126	48	0	88	59	89	70	39	49	67	64	72
ENSMUSG00000028573	2047	1170	1261	1601	1642	1472	1857	1466	2306	2184	1856	2192
ENSMUSG00000028572	16	74	0	106	0	0	90	0	23	67	15	83
ENSMUSG00000082932	60	62	0	19	432	247	28	0	90	115	84	89
ENSMUSG00000052914	6277	9585	6845	6986	8077	5279	8002	6115	8196	7919	6703	9419
ENSMUSG00000015224	15626	22432	16580	18424	27139	11033	14710	14806	21482	17861	18155	20514
ENSMUSG00000084159	38	29	28	44	23	13	13	18	60	38	19	49
ENSMUSG00000048747	2050	1717	721	1478	2079	2270	1082	1466	2465	1692	1659	1962
ENSMUSG00000085710	5	15	0	16	0	0	23	9	48	37	31	16
ENSMUSG00000028565	2357	3862	4181	3277	5480	2164	4069	3070	4601	3169	2626	3676
ENSMUSG00000046683	1	1	0	31	0	20	13	11	0	11	13	7
ENSMUSG00000028563	3555	3381	3066	2831	5116	3458	1911	2484	3555	2734	3684	3422
ENSMUSG00000061859	0	135	89	155	0	0	304	24	55	103	51	109
ENSMUSG00000028560	364	1441	1423	976	2444	497	825	1001	1236	1017	1009	1185
ENSMUSG00000028556	688	1703	1945	859	2156	798	1587	783	1434	1647	1146	2066
ENSMUSG00000028553	0	15	0	15	0	125	4	0	10	10	13	8
ENSMUSG00000028550	234	439	84	306	234	44	421	238	354	236	276	414
ENSMUSG00000070891	71	13	0	16	44	9	6	16	45	17	41	15
ENSMUSG00000073792	30	980	191	1156	1232	356	692	496	542	795	601	1205
ENSMUSG00000028549	244	261	43	239	354	235	147	235	468	225	397	459
ENSMUSG00000073791	64	106	302	183	496	26	320	75	250	348	134	224
ENSMUSG00000025791	11538	19244	12586	13900	21084	8919	12140	12840	16408	16376	13128	16466
ENSMUSG00000035305	105	176	0	7	0	0	68	12	79	35	2	6
ENSMUSG00000069733	44	30	0	20	83	0	3	9	0	8	43	82
ENSMUSG00000028532	1186	3143	4252	2788	3108	1044	2969	1640	2412	2760	1931	2780
ENSMUSG00000035275	727	1316	583	1444	2068	612	1412	1064	1644	1663	1179	1971
ENSMUSG00000028530	4183	10776	3616	6725	10270	2402	7448	5496	6015	7164	4647	9102
ENSMUSG00000086782	519	554	363	642	1257	289	542	342	921	622	663	930
ENSMUSG00000087361	97	149	73	123	119	42	71	72	96	130	109	140
ENSMUSG00000028527	947	4199	969	2659	2840	755	1940	2116	2619	2221	2137	3004
ENSMUSG00000028528	47	198	10	138	283	100	98	20	60	138	17	123
ENSMUSG00000035212	3013	3397	1694	2842	3372	2150	2294	1520	2722	1967	2466	2688
ENSMUSG00000082264	7	8	21	8	21	15	28	13	7	8	18	15
ENSMUSG00000028525	3562	7425	7075	5326	7492	1650	6094	5557	7694	5899	6220	8321
ENSMUSG00000028524	2232	2782	1911	3015	4315	1369	2828	2206	3235	2990	2834	3059
ENSMUSG00000085181	4	2	3	19	8	0	11	15	34	15	22	21
ENSMUSG00000028523	110	30	0	67	62	56	23	0	2	8	20	40
ENSMUSG00000035126	109	594	108	630	822	126	163	75	134	190	106	382
ENSMUSG00000028522	545	590	2	552	549	607	649	686	977	635	534	618
ENSMUSG00000028521	1720	3621	1326	1959	2252	994	3548	1803	2529	2506	2291	3335
ENSMUSG00000107726	106	50	0	49	1	0	68	25	33	71	80	75
ENSMUSG00000035069	526	1024	956	1012	1547	1346	721	710	1029	885	839	868
ENSMUSG00000059195	270	316	237	376	235	253	261	355	338	346	226	436
ENSMUSG00000028519	4446	6068	4666	5074	9799	5059	5032	4689	7197	5176	5616	6589
ENSMUSG00000028518	108	374	245	157	726	32	289	153	244	254	284	246
ENSMUSG00000028517	148600	250227	164738	171833	226304	123146	185499	194948	243391	201295	204896	240382
ENSMUSG00000081189	0	57	0	0	0	0	0	16	39	4	38	1
ENSMUSG00000086249	9	0	0	3	0	0	10	0	7	18	10	35
ENSMUSG00000028514	2480	1591	2311	2310	2609	1726	2528	2124	3047	2791	2501	3438
ENSMUSG00000034926	771	545	661	707	892	1053	468	1352	1016	824	826	1394
ENSMUSG00000043572	549	489	0	326	202	88	376	148	621	365	305	286
ENSMUSG00000025413	6872	3855	5193	4536	7828	4281	5689	3474	5863	6366	6572	5081
ENSMUSG00000047502	1952	1238	1672	2082	2130	1496	3257	1888	3516	4674	3444	2499
ENSMUSG00000034853	4815	11420	8071	8248	9734	5697	9774	6072	7050	7726	6900	8125
ENSMUSG00000061887	1773	1803	2188	1715	1278	1850	1074	1218	1706	1571	1524	1347
ENSMUSG00000085581	19	35	0	11	0	0	12	12	22	12	30	25
ENSMUSG00000028622	3127	2530	2139	2527	4337	2097	2796	1715	2941	2783	3030	2940
ENSMUSG00000028621	140	200	0	176	315	175	261	43	169	178	165	122
ENSMUSG00000028619	233	230	437	140	116	83	164	166	374	214	302	332
ENSMUSG00000028618	47802	57105	50349	51131	65031	47934	31582	37064	48544	44567	50157	51178
ENSMUSG00000028617	677	650	1332	649	975	350	574	784	689	817	847	1282
ENSMUSG00000063172	282	283	436	274	492	413	148	299	428	232	271	300
ENSMUSG00000057375	4505	3361	4489	3461	4025	5231	2095	3262	4297	3159	4133	3440
ENSMUSG00000082279	0	16	7	22	0	2	7	11	27	12	98	38
ENSMUSG00000028614	324	1575	762	902	1736	179	1623	735	914	604	1172	1217
ENSMUSG00000034762	175	28	0	23	0	0	87	13	40	44	25	45
ENSMUSG00000087289	5	15	0	25	0	0	19	32	66	34	30	31
ENSMUSG00000087200	26	55	1	13	15	0	47	5	73	27	17	88
ENSMUSG00000028613	3173	3935	3549	3257	3739	2873	4146	1845	2688	3946	2881	4572
ENSMUSG00000073779	2	0	0	58	0	0	7	15	12	0	20	3
ENSMUSG00000028609	770	564	204	471	689	749	244	483	627	505	610	586
ENSMUSG00000028608	4720	4365	3257	3187	6755	2254	3782	2556	4449	4178	4765	4186
ENSMUSG00000028607	1143	2910	2598	2828	2932	773	1808	1922	2596	2439	2372	2733
ENSMUSG00000028600	125	41	0	35	92	0	33	29	11	16	12	1
ENSMUSG00000028603	7941	12994	9752	10671	17180	9720	5501	8178	11072	6993	7257	8855
ENSMUSG00000028601	4824	2043	2052	2886	3164	3483	2938	1992	3865	5071	4362	3182
ENSMUSG00000034636	397	751	695	689	888	23	655	784	868	628	520	876
ENSMUSG00000048351	709	526	642	611	855	433	377	525	609	500	422	619
ENSMUSG00000028597	1078	852	451	680	925	837	562	745	1098	789	885	938
ENSMUSG00000034610	668	881	212	611	919	111	673	393	633	565	598	998
ENSMUSG00000083783	3	0	0	25	61	0	15	20	42	14	10	2
ENSMUSG00000084593	0	3	0	0	0	0	7	6	26	10	0	10
ENSMUSG00000063800	949	936	1196	1155	700	553	557	1050	1450	1034	1091	1378
ENSMUSG00000028587	20	57	0	56	88	0	38	25	73	33	27	42
ENSMUSG00000084968	50	64	169	58	133	48	143	56	127	80	84	96
ENSMUSG00000028582	848	716	600	954	672	407	863	637	633	1003	720	670
ENSMUSG00000091985	351	84	4	133	0	93	122	133	115	97	43	126
ENSMUSG00000034557	319	283	361	176	404	348	220	142	236	213	149	345
ENSMUSG00000094958	59	7	63	60	118	29	27	24	51	13	22	42
ENSMUSG00000028568	990	1339	599	1620	2390	731	1229	967	1660	1192	1347	1917
ENSMUSG00000028567	2210	1976	1466	1648	2234	2232	1029	1660	1950	1896	1966	1950
ENSMUSG00000073775	560	482	55	376	656	1240	461	453	541	513	397	523
ENSMUSG00000003411	45	22	172	24	119	0	49	12	23	54	54	20
ENSMUSG00000053510	899	1962	1911	1833	674	898	1777	1105	1197	1764	1404	1645
ENSMUSG00000028559	2828	3843	5039	3911	4561	3308	4025	3344	3831	4135	3152	5238
ENSMUSG00000028558	345	184	0	104	369	815	226	199	246	360	419	345
ENSMUSG00000028552	4685	8656	6552	7456	13388	3639	9167	6945	9268	7363	6050	9638
ENSMUSG00000083512	2	68	1	7	3	0	72	11	5	71	19	14
ENSMUSG00000028557	3502	5886	2782	5332	5328	1730	3227	4289	5200	3466	3857	5480
ENSMUSG00000059027	20	80	0	83	0	101	81	111	216	114	86	137
ENSMUSG00000028551	540	481	202	411	263	255	285	492	666	642	454	455
ENSMUSG00000010517	1347	2169	822	1478	2819	705	1612	1029	1417	1455	1010	1848
ENSMUSG00000083995	32	43	0	32	35	81	166	27	30	79	22	73
ENSMUSG00000085256	141	82	169	30	111	85	86	77	115	173	130	139
ENSMUSG00000047143	86	22	2	56	46	24	53	66	137	64	83	56
ENSMUSG00000028546	530	226	323	408	0	0	148	82	69	62	80	83
ENSMUSG00000061298	60	0	133	132	0	0	42	95	115	23	5	107
ENSMUSG00000028545	136	96	6	208	0	280	62	60	49	87	45	104
ENSMUSG00000034401	663	982	893	1026	997	0	588	585	926	564	704	1168
ENSMUSG00000070867	0	15	0	22	0	194	18	0	43	49	0	9
ENSMUSG00000028719	944	1990	1668	1975	2098	1121	1037	1645	2318	1282	1850	1941
ENSMUSG00000034210	2266	4150	2307	3796	3579	1300	3371	2577	3447	2402	2248	3825
ENSMUSG00000028710	216	863	943	836	795	536	807	518	778	881	753	813
ENSMUSG00000028709	452	566	0	209	306	92	129	234	330	327	409	477
ENSMUSG00000028708	661	1455	1677	972	1595	1482	1294	898	1361	1766	1305	1708
ENSMUSG00000034171	92	415	748	574	220	0	289	151	210	172	310	400
ENSMUSG00000028706	765	1537	3	929	1706	612	862	917	1263	954	622	1048
ENSMUSG00000063882	4091	3620	2719	3256	7611	5736	1540	2649	4982	2673	3959	3191
ENSMUSG00000078238	0	11	1	5	0	2	10	5	16	8	17	13
ENSMUSG00000028703	1436	1545	742	1598	1052	565	1460	1195	1214	1693	1235	1786
ENSMUSG00000028702	0	144	216	20	23	66	194	3	79	42	119	115
ENSMUSG00000028700	1939	4557	5581	3859	3201	3421	3536	1941	3818	3950	2881	3536
ENSMUSG00000028701	595	1131	539	504	539	629	1021	983	1094	605	625	933
ENSMUSG00000028698	254	528	2	816	770	126	497	325	577	287	216	413
ENSMUSG00000003810	873	1641	973	1100	1616	1485	1018	1249	1260	1100	584	1419
ENSMUSG00000028696	179	106	0	248	535	1	249	176	207	241	218	355
ENSMUSG00000055900	478	386	224	369	536	275	225	447	694	372	622	577
ENSMUSG00000034042	620	688	948	552	501	333	602	699	1012	607	795	871
ENSMUSG00000085408	119	88	33	158	7	37	86	128	93	49	62	104
ENSMUSG00000034035	738	396	240	1059	815	419	1021	359	668	936	1327	831
ENSMUSG00000028693	673	494	328	485	451	1288	455	471	940	960	560	671
ENSMUSG00000028692	9236	8298	5826	8257	10164	11395	4842	6646	9542	6680	7523	7564
ENSMUSG00000028691	36886	40079	28721	37272	57530	42018	19199	35013	48555	32496	38624	39527
ENSMUSG00000028690	359	1110	226	1173	1988	586	551	1031	1188	891	1126	1019
ENSMUSG00000028689	284	114	34	147	45	477	128	76	252	292	293	239
ENSMUSG00000033985	133	593	519	667	0	315	571	420	526	751	542	623
ENSMUSG00000028688	667	657	179	425	527	428	440	567	563	631	716	639
ENSMUSG00000028687	595	290	277	298	128	155	332	250	529	476	749	509
ENSMUSG00000043155	258	137	664	244	183	92	225	304	145	251	224	300
ENSMUSG00000086417	4	29	0	11	57	4	30	16	15	13	7	14
ENSMUSG00000033948	351	719	202	259	1537	118	530	703	559	547	329	409
ENSMUSG00000028684	3539	2454	3602	2446	1997	2698	1591	2197	3499	2607	2600	3239
ENSMUSG00000046861	2017	1540	1284	1508	1583	1049	2170	1133	1728	2412	1446	2175
ENSMUSG00000028683	1052	942	582	613	1687	990	649	573	771	1033	723	937
ENSMUSG00000073771	108	55	0	172	235	0	185	34	213	73	129	60
ENSMUSG00000047671	753	338	293	565	523	0	212	53	73	159	205	473
ENSMUSG00000028680	147	527	2	579	519	10	397	117	135	189	233	152
ENSMUSG00000047675	1992	1200	1098	1003	1806	2407	771	1051	2011	1123	1409	1239
ENSMUSG00000060268	177	181	304	477	158	0	216	39	64	129	98	176
ENSMUSG00000048772	1394	757	816	642	1246	948	447	573	744	768	789	660
ENSMUSG00000028677	1566	2372	1689	1770	2786	1808	1619	1293	1842	1555	1833	1645
ENSMUSG00000033423	5108	4258	4504	3337	5829	4089	3441	3075	4578	3833	4589	4335
ENSMUSG00000009640	2095	2033	1636	1932	2585	1895	2026	1171	2213	2806	2145	2460
ENSMUSG00000084260	8	9	15	9	16	10	7	18	21	9	16	13
ENSMUSG00000028542	834	2239	1519	1404	2702	1103	2816	1384	1645	992	891	2023
ENSMUSG00000028541	546	481	2	460	421	1223	414	372	592	478	392	430
ENSMUSG00000033379	16672	11721	11991	11973	15614	16664	9124	9421	14247	13725	17001	11973
ENSMUSG00000028540	468	446	326	638	418	353	393	496	655	597	495	734
ENSMUSG00000033365	1528	3250	2043	3262	2413	1018	2556	2252	3204	2587	2854	2886
ENSMUSG00000028538	498	447	581	308	101	263	318	457	662	406	413	419
ENSMUSG00000033326	433	316	197	424	132	210	436	414	319	337	307	595
ENSMUSG00000033295	4191	4861	3946	3717	1648	1223	3937	3689	4387	3701	4087	5283
ENSMUSG00000006395	394	186	157	253	253	374	175	163	397	264	429	231
ENSMUSG00000033253	538	370	1121	657	351	1288	789	538	597	927	1017	922
ENSMUSG00000006392	1225	1707	977	1848	2293	1894	1602	1239	1977	1752	1996	1961
ENSMUSG00000006390	2921	3287	3838	2375	4970	3611	2216	2562	3129	2595	2936	2854
ENSMUSG00000033191	401	529	592	338	1	1063	833	118	32	379	0	227
ENSMUSG00000028730	74	116	0	334	385	0	9	44	69	169	46	210
ENSMUSG00000028729	2517	2123	3383	2359	2952	2407	2788	1764	3116	2671	2865	3073
ENSMUSG00000024903	0	0	0	19	0	80	0	31	16	79	57	46
ENSMUSG00000028645	12290	18075	14847	15845	14217	15194	13448	13366	14831	13788	13382	17729
ENSMUSG00000045268	2	6	2	0	2	4	3	30	67	35	7	18
ENSMUSG00000028644	0	2	0	61	25	477	167	30	51	161	71	127
ENSMUSG00000028643	1193	1105	814	797	1785	2127	543	872	1475	874	1409	920
ENSMUSG00000078584	533	542	1017	523	1183	1236	326	610	936	502	551	757
ENSMUSG00000028641	1000	1309	1725	954	459	1050	1172	523	1122	1233	974	1004
ENSMUSG00000066058	0	76	67	16	0	259	38	51	104	93	77	73
ENSMUSG00000028639	4153	3895	2715	3317	4267	4654	2343	2998	4659	3211	3447	3649
ENSMUSG00000102819	0	0	0	0	0	0	0	2	11	10	0	15
ENSMUSG00000060288	352	191	180	215	191	160	130	142	271	207	330	155
ENSMUSG00000028637	273	173	757	404	191	529	151	126	75	233	56	269
ENSMUSG00000083836	112	13	5	11	12	9	3	7	13	12	7	4
ENSMUSG00000028636	614	479	749	453	311	480	284	496	447	412	549	460
ENSMUSG00000070806	105	32	0	39	0	0	21	4	5	15	5	74
ENSMUSG00000048899	51	76	0	166	0	446	180	73	95	104	198	39
ENSMUSG00000087385	0	158	1	181	321	23	52	150	258	194	207	216
ENSMUSG00000032998	311	1024	19	780	383	1006	894	743	909	646	782	853
ENSMUSG00000028634	2877	2815	2655	2903	2817	2899	2889	3235	5223	3192	3618	3352
ENSMUSG00000052135	77	2	0	35	0	0	39	8	14	31	0	23
ENSMUSG00000000085	1032	1206	562	1163	1369	858	1261	960	1734	1247	925	1458
ENSMUSG00000028633	327	435	0	261	0	617	375	206	269	358	238	289
ENSMUSG00000028631	517	329	731	337	597	260	297	729	683	1180	975	780
ENSMUSG00000032897	1941	2741	2849	2100	3293	1775	1726	1987	2407	2704	2449	2748
ENSMUSG00000032890	3	18	0	127	187	80	112	80	121	139	183	254
ENSMUSG00000028629	494	369	492	233	453	162	458	350	586	411	547	382
ENSMUSG00000064141	315	146	0	101	138	274	166	152	163	145	197	111
ENSMUSG00000032870	533	1024	321	754	743	463	498	662	493	498	759	583
ENSMUSG00000028626	81	61	0	95	0	0	78	73	42	114	106	121
ENSMUSG00000043207	1312	4052	3256	3430	5297	2595	3062	2785	3273	2673	2873	4161
ENSMUSG00000049878	542	554	50	902	406	660	956	737	492	665	852	1111
ENSMUSG00000083679	1036	906	984	940	1562	1027	647	914	1077	930	983	1022
ENSMUSG00000028657	5141	11788	11104	11695	15316	7862	9662	7048	10456	9786	8841	12085
ENSMUSG00000028656	392	524	342	516	674	267	310	517	618	343	287	507
ENSMUSG00000028655	5710	10526	6116	9598	14458	4907	5769	7356	8500	9285	7453	7829
